,index,Length,Processed_Text,labels
2294,2294,48,1 new message please call 08718738034,1
2295,2295,125,hi darlin im missin u hope good time u back time u give call home jess xx,0
2296,2296,183,forwarded 21870000 hi mailbox messaging sm alert 4 message 21 match please call back 09056242159 retrieve message match,1
2297,2297,25,draw va dont think,0
2298,2298,69,dont pick call something important tell hrishi,0
2299,2299,160,congrats 1 year special cinema pas 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420 ip4 5we 150pm dont miss,1
2300,2300,72,nothin come mind help buy hanger lor ur laptop heavy,0
2301,2301,48,lt gt guess easy enough,0
2302,2302,28,make baby yo tho,0
2303,2303,66,tell friend come round til like lt gt ish,0
2304,2304,127,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8,0
2305,2305,62,still area restaurant ill try come back soon,0
2306,2306,26,aight work thanks,0
2307,2307,147,win year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 t c www ldew com subs16 1win150ppmx3,1
2308,2308,162,moby pub quiz win 100 high street prize u know new duchess cornwall txt first name 82277 unsub stop 1 50 008704050406 sp arrow,1
2309,2309,78,2 sleeping bag 1 blanket paper phone detail anything else,0
2310,2310,151,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16,1
2311,2311,158,congratulation thanks good friend u 2 000 xmas prize 2 claim easy call 08718726971 10p per minute bt national rate,1
2312,2312,114,tddnewsletter emc1 co uk game thedailydraw dear helen dozen free game great prizeswith,1
2313,2313,23,guy,0
2314,2314,85,also chat awesome make regular unless see person,0
2315,2315,34,significant dont worry,0
2316,2316,41,cause old live high,0
2317,2317,134,waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai,0
2318,2318,25,way office da,0
2319,2319,30,place want da,0
2320,2320,45,pain come worse time,0
2321,2321,5,ok,0
2322,2322,23,stalking u,0
2323,2323,93,sorry dude dont know forgot even dan reminded sorry hope guy fun,0
2324,2324,7,ok lor,0
2325,2325,24,apps class varaya elaya,0
2326,2326,129,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,0
2327,2327,167,urgent mobile number 2000 bonus caller prize 10 06 03 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm,1
2328,2328,45,day asked anand number,0
2329,2329,65,surfing online store offer want buy thing,0
2330,2330,48,long beach lor expected u dinner,0
2331,2331,18,home way,0
2332,2332,24,fine thanks,0
2333,2333,33,happen tell truth,0
2334,2334,25,like italian food,0
2335,2335,51,weird know one point,0
2336,2336,96,aww must nearly dead well jez iscoming todo workand whilltake forever,0
2337,2337,69,tell friend plan valentine day lt url gt,0
2338,2338,25,alright see bit,0
2339,2339,108,cheer message zogtorius staring phone age deciding whether text,0
2340,2340,51,take care financial problem help,0
2341,2341,65,tell dear happen talking like alian,0
2342,2342,160,double min txts orange 1 2 price linerental motorola sonyericsson b tooth free nokia free call mobileupd8 08000839402 or2optout hv9d,1
2343,2343,141,1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting,0
2344,2344,7,okie,0
2345,2345,41,hi yijue meet u 11 tmr,0
2346,2346,67,posible dnt live lt gt century cm frwd n thnk different,0
2347,2347,30,dint slept afternoon,0
2348,2348,37,seems unnecessarily affectionate,0
2349,2349,47,yar else thk sort funny thing,0
2350,2350,36,place man,0
2351,2351,120,download many ringtones u like restriction 1000 2 choose u even send 2 yr buddy txt sir 80082 3,1
2352,2352,29,thats cool day,0
2353,2353,82,please call 08712402902 immediately urgent message waiting,1
2354,2354,36,r going lt gt bus,0
2355,2355,281,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss,0
2356,2356,27,joined today,0
2357,2357,52,okay well thanks clarification,0
2358,2358,66,talk others probably come early tomorrow,0
2359,2359,149,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logo pic,1
2360,2360,121,money issue weigh thanks breathe easier make sure dont regret thanks,0
2361,2361,56,hi sorry missed call pls call back,0
2362,2362,92,hope settled new school year wishin gr8 day,0
2363,2363,162,fantasy football back tv go sky gamestar sky active play 250k dream team scoring start saturday register sky opt 88088,1
2364,2364,66,ok need tell anything going sleep good night,0
2365,2365,43,ok try week end course coimbatore,0
2366,2366,158,tone club sub expired 2 sub reply monoc 4 mono polyc 4 polys 1 weekly 150p per week txt stop 2 stop msg free stream 0871212025016,1
2367,2367,127,v nice 2 sheffield tom 2 air opinion category 2 b used 2 measure ethnicity next census busy transcribing,0
2368,2368,43,r home come within 5 min,0
2369,2369,450,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msg gud ni8,0
2370,2370,102,day say cut ur hair paragon called hair sense noe much hair cut,0
2371,2371,88,hmm many unfortunately pic obviously arent hot cake kinda fun tho,0
2372,2372,103,watching tv lor funny bluff 4 wat izzit thk impossible u,0
2373,2373,158,xmas prize draw trying contact u today draw show 2000 prize guaranteed call 09058094565 land line valid 12hrs,1
2374,2374,24,dunno lei neva say,0
2375,2375,95,thanx 4 2day u r goodmate think ur rite sary asusual 1 u cheered love u franyxxxxx,0
2376,2376,74,way home went change batt 4 watch go shop bit lor,0
2377,2377,109,yes place town meet exciting adult single uk txt chat 86688 150p msg,1
2378,2378,158,hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com,0
2379,2379,482,good evening sir hope nice day wanted bring notice late paying rent past month pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything,0
2380,2380,53,let want house 8am,0
2381,2381,121,best line said love wait till day forget u day u realize u forget gn,0
2382,2382,31,reach ten morning,0
2383,2383,22,pussy perfect,0
2384,2384,22,sorry call later,0
2385,2385,161,someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p,1
2386,2386,38,message responce happend,0
2387,2387,22,also piece,0
2388,2388,91,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
2389,2389,66,boo thing back home little bored already,0
2390,2390,191,first gained lt gt kg since took second done blood sugar test ok blood pressure within normal limit worry,0
2391,2391,27,pick ur fone u dumb,0
2392,2392,67,thanks da thangam feel happy dear also miss da,0
2393,2393,104,okey doke home dressed co laying around ill speak later bout time stuff,0
2394,2394,96,run away frm u walk slowly amp kill u care enough stop,0
2395,2395,38,babe back come back,0
2396,2396,40,well told others marry,0
2397,2397,25,neshanth tel r u,0
2398,2398,24,yo yo yo byatch whassup,0
2399,2399,26,oh kay sat right,0
2400,2400,39,hi roger cl,0
2401,2401,152,babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo 4msgs,1
2402,2402,54,oh oh wasted den muz chiong sat n sun liao,0
2403,2403,73,jesus christ bitch trying give drug answer fucking phone,0
2404,2404,80,please give 2 pick tuesday evening 8 ok,0
2405,2405,21,meeting darren,0
2406,2406,53,one best dialogue cute reltnship wen die,0
2407,2407,444,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetable 6 house maid went 2 post office 7 child went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant,0
2408,2408,41,dear reach,0
2409,2409,99,aww first time u said u missed without asking missed u first love,0
2410,2410,34,ok thanx gd nite 2,0
2411,2411,27,come right ahmad,0
2412,2412,158,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year,1
2413,2413,116,lol please actually send pic right wan na see pose comb hair dryer something,0
2414,2414,24,fps,0
2415,2415,75,huh mean computational science like dat one push n,0
2416,2416,47,could read love answered,0
2417,2417,81,oh lk tt den take e one tt end cine lor dun wan yogasana oso,0
2418,2418,115,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala,0
2419,2419,152,sm service inclusive text credit pls gotto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220cm2 9ae,1
2420,2420,52,oic better quickly go bathe n settle,0
2421,2421,83,err cud going 8pm got way contact,0
2422,2422,41,bloo bloo bloo miss first bowl,0
2423,2423,22,lmao fun,0
2424,2424,46,oh k k big hitter anyway good,0
2425,2425,57,hey almost forgot happy b day babe love ya,0
2426,2426,158,valentine day special win 1000 quiz take partner trip lifetime send go 83600 150p msg rcvd custcare 08718720201,1
2427,2427,45,think move lt gt week,0
2428,2428,67,find sent offline message know anjola,0
2429,2429,152,guess first time created web page www asjesus com read wrote waiting opinion want friend 1 1,1
2430,2430,26,txting driving,0
2431,2431,100,good let thank god please complete drug lot water beautiful day,0
2432,2432,53,really dun bluff leh u sleep early nite,0
2433,2433,632,indian r poor india poor country say one swiss bank director say lt gt lac crore indian money deposited swiss bank used taxless budget lt gt yr give lt gt crore job indian village delhi 4 lane road forever free power suply lt gt social project every citizen get monthly lt gt lt gt yr need world bank amp imf loan think money blocked rich politician full right corrupt politician itna forward karo ki pura india padhe g,0
2434,2434,235,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr8 day plus started co dont meet online honey moon,0
2435,2435,26,oh ya ya remember da,0
2436,2436,114,btw regarding really try see anyone else 4th guy commit random dude,0
2437,2437,122,ur chance win 250 cash every wk txt play 83370 c www music trivia net custcare 08715705022 1x150p wk,1
2438,2438,45,busy juz dun wan 2 go early hee,0
2439,2439,78,rightio 11 48 well arent bright early morning,0
2440,2440,51,great church holla get,0
2441,2441,82,back brum thanks putting u keeping u happy see soon,0
2442,2442,28,donno scorable,0
2443,2443,85,lt gt great loxahatchee xmas tree burning update totally see star,0
2444,2444,46,yes dont care need bad princess,0
2445,2445,183,guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight,0
2446,2446,22,sorry call later,0
2447,2447,109,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif,0
2448,2448,28,u knw dis lt gt,0
2449,2449,25,dun believe wat,0
2450,2450,23,k give back thanks,0
2451,2451,74,know complain num bettr directly go bsnl offc nd apply,0
2452,2452,50,okay seen pick friday,0
2453,2453,28,much payed suganya,0
2454,2454,44,left dessert u wan 2 go suntec look 4 u,0
2455,2455,88,abeg make profit start using get sponsor next event,0
2456,2456,25,onum ela pa normal,0
2457,2457,29,k k sister kid,0
2458,2458,39,cool text way,0
2459,2459,46,nope meanwhile talk say make greet,0
2460,2460,64,cant talk call dont keep calling,0
2461,2461,15,anything lar,0
2462,2462,126,rose need water season need change poet need imagination phone need ur sm need ur lovely frndship forever,0
2463,2463,105,good afternoon babe go day job prospect yet miss love sigh,0
2464,2464,49,pick drop car problem,0
2465,2465,30,think waste rr,0
2466,2466,23,world famamus,0
2467,2467,84,coming friday leave pongal get news work place,0
2468,2468,67,lol well without could big sale together,0
2469,2469,14,way,0
2470,2470,68,eat old airport road 630 oredi got lot pple,0
2471,2471,37,sry talk phone parent,0
2472,2472,161,final chance claim ur 150 worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz 3 00 sub 16,1
2473,2473,26,ok lor wat time finish,0
2474,2474,84,princess like make love lt gt time per night hope thats problem,0
2475,2475,29,mm way railway,0
2476,2476,22,dnt wnt tlk wid u,0
2477,2477,201,done sorry hope next space give everything want remember furniture around move lock lock leave key jenne,0
2478,2478,137,yet like keep touch easiest way barcelona way ru house,0
2479,2479,116,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook 8007,1
2480,2480,168,urgent call 09066612661 landline complementary 4 tenerife holiday 10 000 cash await collection sae c po box 3 wa14 2px 150ppm 18 sender hol offer,1
2481,2481,33,k evening da urgent,0
2482,2482,101,pansy living jungle two year driving worried,0
2483,2483,45,mm kanji dont eat anything heavy ok,0
2484,2484,124,promise getting soon text morning let know made ok,0
2485,2485,84,lol different go trying find every real life photo ever took,0
2486,2486,42,dont thnk wrong calling u,0
2487,2487,78,k ill drink pa need sr model pls send mail id pa,0
2488,2488,70,aiyah e rain like quite big leh drizzling least run home,0
2489,2489,121,2 doc appointment next week tired shoving stuff ugh normal body,0
2490,2490,81,dun b sad dun thk abt already concentrate ur paper k,0
2491,2491,42,greeting consider excused,0
2492,2492,245,drama pls enough family struggling hot sun strange place reason ego going invited actually necessity go wait serious reppurcussions,0
2493,2493,66,released another italian one today cosign option,0
2494,2494,139,mu try figure much money everyone gas alcohol jay trying figure weed budget,0
2495,2495,150,winner valued network customer hvae selected receive 900 reward collect call 09061701444 valid 24 hour acl03530150pm,1
2496,2496,167,hcl chennai requires fresher voice process excellent english needed salary upto lt gt call m suman lt gt telephonic interview via indyarocks com,0
2497,2497,51,dai da send resume id,0
2498,2498,55,know lt gt around 5,0
2499,2499,31,yup finished c,0
2500,2500,36,remember ask alex pizza,0
2501,2501,28,da today also forgot,0
2502,2502,306,ola would get back maybe today told direct link u getting car bid online arrange shipping get cut u partnership u invest money shipping take care rest u wud b self reliant soon dnt worry,0
2503,2503,202,fwiw reason around time smoke gas afford around someone tell apparently happens somebody want light,0
2504,2504,160,hello boytoy made home constant thought love hope nice visit wait till come home kiss,0
2505,2505,36,congrats kano whr treat maga,0
2506,2506,20,u talking,0
2507,2507,6,yup,0
2508,2508,5,ok,0
2509,2509,150,u wake already wat u u picking u later rite taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon,0
2510,2510,74,yunny walking citylink faster come hungry,0
2511,2511,19,er yep sure prop,0
2512,2512,153,hiya u paying money account thanks got pleasant surprise checked balance u c get statement 4 acc,0
2513,2513,158,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 pobox114 14tcr w1 16,1
2514,2514,45,ok ill send lt decimal gt ok,0
2515,2515,54,bognor splendid time year,0
2516,2516,22,yes office da,0
2517,2517,22,sorry call later,0
2518,2518,67,joy father john john name joy father mandan,0
2519,2519,42,ok ask abt e movie u wan ktv oso,0
2520,2520,179,misplaced number sending text old number wondering heard year best mcat got number atlanta friend,0
2521,2521,22,sorry call later,0
2522,2522,82,dunno lei might b eatin wif frens wan eat wait 4 lar,0
2523,2523,22,sorry call later,0
2524,2524,100,free entry 250 weekly comp send word win 80086 18 c www txttowin co uk,1
2525,2525,163,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
2526,2526,46,u noe 2 send file 2 computer,0
2527,2527,158,mmmmm loved waking word morning miss love hope day go well happy wait u together,0
2528,2528,32,jay say put lt gt,0
2529,2529,71,come sec somebody want see,0
2530,2530,34,sun anti sleep medicine,0
2531,2531,104,happening gotten job begun registration permanent residency,0
2532,2532,9,yup ok,0
2533,2533,95,glad went well come 11 plenty time claire go work,0
2534,2534,29,ok enjoy r u home,0
2535,2535,155,pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,0
2536,2536,24,like,0
2537,2537,41,haf combine n c lor,0
2538,2538,106,monthly amount terrible pay anything till 6months finishing school,0
2539,2539,32,hmmm many player selected,0
2540,2540,112,said gon na snow start around 8 9 pm tonite predicting inch accumulation,0
2541,2541,47,dont send plus mode,0
2542,2542,28,aiyo please got time meh,0
2543,2543,30,package program well,0
2544,2544,289,sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident let hold hand together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pas stop violence woman,0
2545,2545,80,guy asking get slipper gone last year,0
2546,2546,70,company good environment terrific food really nice,0
2547,2547,101,text82228 get ringtones logo game www txt82228 com question info txt82228 co uk,1
2548,2548,122,honestly made lovely cup tea promptly dropped key burnt finger getting,0
2549,2549,59,yup studying surfing lor e lazy mode today,0
2550,2550,58,please sen kind advice please come try,0
2551,2551,21,done c,0
2552,2552,27,oh fine tonight,0
2553,2553,35,give time walk,0
2554,2554,31,reach ard 20 min ok,0
2555,2555,156,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300p wk sp rwm ph 08704050406,1
2556,2556,66,fuck babe happened come never came back,0
2557,2557,70,message brought gmw ltd connected,1
2558,2558,65,friend want drive em someplace probably take,0
2559,2559,95,also thk fast xy suggest one u dun wan ok going 2 rain leh got gd,0
2560,2560,32,still getting good,0
2561,2561,23,maybe pressies,0
2562,2562,36,yeah leave maybe 7ish,0
2563,2563,55,k k also fine complete course,0
2564,2564,140,sea lay rock rock envelope envelope paper paper 3 word,0
2565,2565,144,told dr appt next week think gon na die told check nothing worried listen,0
2566,2566,30,room need,0
2567,2567,28,dont want hear anything,0
2568,2568,83,hey leave friday wait ask superior tell,0
2569,2569,40,ultimately tor motive tui achieve korli,0
2570,2570,32,5 2 work timing,0
2571,2571,61,worry finished march ish,0
2572,2572,116,house water dock boat rolled newscaster dabbles jazz flute behind wheel,0
2573,2573,160,congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,1
2574,2574,153,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,1
2575,2575,36,thats going ruin thesis,0
2576,2576,36,sch neva mind u eat 1st lor,0
2577,2577,37,hey whats u sleeping morning,0
2578,2578,54,erm thought contract ran the4th october,0
2579,2579,46,dunno let go learn pilate,0
2580,2580,134,u subscribed best mobile content service uk 3 per ten day send stop 83435 helpline 08706091795,1
2581,2581,65,yup elaborating safety aspect issue,0
2582,2582,131,3 free tarot text find love life try 3 free text chance 85555 16 3 free msg 1 50,1
2583,2583,37,goodmorning today late 1hr,0
2584,2584,39,hi happy birthday hi hi hi hi hi hi hi,0
2585,2585,44,outside office take,0
2586,2586,82,respond imma assume still asleep imma start calling n shit,0
2587,2587,23,aight see bit,0
2588,2588,155,superior telling friday leave department except leave way call waheed fathima hr conform,0
2589,2589,153,join uk horniest dogging service u sex 2nite sign follow instruction txt entry 69888 nyt ec2a 3lp msg 150p,1
2590,2590,153,lol take member said aunt flow visit 6 month cause developed ovarian cyst bc way shrink,0
2591,2591,44,still work going small house,0
2592,2592,117,friend got say upping order gram got lt gt get,0
2593,2593,55,tmr timin still da wat co got lesson 6,0
2594,2594,126,thing ape u fight death keep something minute u let go thats,0
2595,2595,137,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 1 50 sp tyrone,1
2596,2596,109,gon na able late notice home week anyway plan,0
2597,2597,65,got fujitsu ibm hp toshiba got lot model say,0
2598,2598,16,okie thanx,0
2599,2599,50,gosh pain spose better come,0
2600,2600,46,usual iam fine happy amp well,0
2601,2601,4,okie,0
2602,2602,35,gon na get rimac access,0
2603,2603,99,im arestaurant eating squid 10 30 wan na dosomething late,0
2604,2604,57,call time job today ok umma ask speed,0
2605,2605,136,hello u call wen u finish wrk fancy meetin wiv u tonite need break dabooks 4 hr last nite 2 today wrk,0
2606,2606,56,r u sam p eachother meet go 2 house,0
2607,2607,62,yeah lol luckily starring role like,0
2608,2608,25,hello madam,0
2609,2609,38,awesome text restocked,0
2610,2610,46,usual iam fine happy amp well,0
2611,2611,156,knock knock txt whose 80082 enter r weekly draw 4 250 gift voucher 4 store yr choice c www tkls com age16 1 50 week,1
2612,2612,32,yes innocent fun,0
2613,2613,49,thanks sending mental ability question,0
2614,2614,243,sir hope day going smoothly really hoped wont bother bill settle month extra cash know challenging time also let know,0
2615,2615,42,2marrow wed lt gt 2 aha,0
2616,2616,41,went ur hon lab one,0
2617,2617,51,cant pick phone right pls send message,0
2618,2618,81,hey pple 700 900 5 night excellent location wif breakfast hamper,0
2619,2619,173,forwarded 21870000 hi mailbox messaging sm alert 40 match please call back 09056242159 retrieve message match cc100p min,1
2620,2620,9,come,0
2621,2621,136,lol nah bad thanks good b home quite reality check hows ur day u anything website,0
2622,2622,9,ok lor,0
2623,2623,25,coming home 4 dinner,0
2624,2624,27,da al r lt gt,0
2625,2625,109,free ring tone text polys 87131 every week get new tone 0870737910216yrs 1 50 wk,1
2626,2626,45,unni thank dear recharge rakhesh,0
2627,2627,115,know lacking particular dramastorm detail part worried,0
2628,2628,65,haha cant tmr forfeit haha,0
2629,2629,139,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks,0
2630,2630,28,way going back,0
2631,2631,154,urgent mobile 077xxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,1
2632,2632,30,cal sir meeting,0
2633,2633,53,love hear v see sundayish,0
2634,2634,59,sorry da thangam sorry held prasad,0
2635,2635,44,tiwary rcb battle bang kochi,0
2636,2636,26,thank god bed,0
2637,2637,85,cancer mom making big deal regular checkup aka pap smear,0
2638,2638,23,gobi art college,0
2639,2639,27,want talk,0
2640,2640,47,pandy joined 4w technology today got job,0
2641,2641,147,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1
2642,2642,49,try get lost fact tee hee,0
2643,2643,126,hi spoke maneesha v like know satisfied experience reply toll free yes,0
2644,2644,32,friend use call,0
2645,2645,22,sorry call later,0
2646,2646,107,em olowoyey usc edu great time argentina sad secretary everything blessing,0
2647,2647,46,taxt massage tie po argh ok lool,0
2648,2648,96,hi please get lt gt dollar loan pay back mid february pls,0
2649,2649,157,might want pull case plan spending much confidence derek taylor money management,0
2650,2650,50,like shaking booty dance floor,0
2651,2651,63,text get call phone problem,0
2652,2652,29,need drug anymore,0
2653,2653,87,sorry da thought calling lot time lil busy call noon,0
2654,2654,27,sarcasm nt scarcasim,0
2655,2655,33,great run ttyl,0
2656,2656,33,feel like trying kadeem v,0
2657,2657,27,dai lt gt naal eruku,0
2658,2658,26,yet chikku wat abt u,0
2659,2659,5,ok,0
2660,2660,33,want finally lunch today,0
2661,2661,34,know dad back,0
2662,2662,130,hello darling today would love chat dont tell look like sexy,1
2663,2663,165,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,1
2664,2664,29,remains bro amongst bros,0
2665,2665,30,r u meeting da ge nite tmr,0
2666,2666,140,nice day impressively sensible went home early feel fine boring remember,0
2667,2667,34,de looking good,0
2668,2668,163,wan na get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp 1 50 msg,1
2669,2669,130,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,1
2670,2670,117,yes replied mail going management office later plus bank later also wednesday,0
2671,2671,45,cool come like lt gt ish,0
2672,2672,27,super msg da nalla timing,0
2673,2673,153,good afternoon boytoy feeling today better hope good boy obedient slave please queen,0
2674,2674,41,6 ft good combination,0
2675,2675,136,sick needy want pout stomp foot pout stomp foot want slave want,0
2676,2676,56,train back northampton afraid,0
2677,2677,64,abj serving staying dad alone,0
2678,2678,50,playng 9 door game gt racing phone lol,0
2679,2679,136,new tone week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instruction next message,1
2680,2680,444,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetable 6 house maid went 2 post office 7 child went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant,0
2681,2681,27,da bus going home,0
2682,2682,106,got call landline number asked come anna nagar go afternoon,0
2683,2683,66,okay chasing dream good next,0
2684,2684,54,yupz oredi booked slot 4 weekend liao,0
2685,2685,158,urgent trying contact u today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,1
2686,2686,88,r many model sony ericson also der lt gt luks good bt forgot modl,0
2687,2687,4,okie,0
2688,2688,54,yes know cheesy song frosty snowman,0
2689,2689,56,ya ok vikky vl c witin lt gt min il reply u,0
2690,2690,153,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www getzed co uk 0870141701216 norm 4txt 120p,1
2691,2691,27,hey tmr meet bugis 930,0
2692,2692,158,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,1
2693,2693,95,nice new shirt thing wear nudist themed mu,0
2694,2694,95,hey sexy bun day word morning ym think,0
2695,2695,52,whenever see still hook,0
2696,2696,80,nope going home go pump petrol lor like going 2 rain soon,0
2697,2697,63,use foreign stamp whatever send,0
2698,2698,25,88066 lost 12 help,1
2699,2699,73,oh baby house come dont new picture facebook,0
2700,2700,169,feb lt gt love u day send dis ur valued frnds evn 3 come back u gt married person u luv u ignore dis u lose ur luv 4 evr,0
2701,2701,169,hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,0
2702,2702,57,omw back tampa west palm hear happened,0
2703,2703,56,yup already thanx 4 printing n handing,0
2704,2704,156,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date,1
2705,2705,113,mean come chase stated watch many movie want,0
2706,2706,50,took tablet reaction morning,0
2707,2707,160,great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt c,1
2708,2708,23,nah perpetual dd,0
2709,2709,24,sorry de went shop,0
2710,2710,118,hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk,1
2711,2711,179,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
2712,2712,101,hey still want go yogasana coz end cine go bathe hav steam bath,0
2713,2713,54,nope drivin neva develop da photo lei,0
2714,2714,96,thinking going reg pract lesson flung advance haha wat time u going,0
2715,2715,59,cool lt gt inch long hope like big,0
2716,2716,166,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,0
2717,2717,14,okie thanx,0
2718,2718,135,18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222,1
2719,2719,46,go n buy juz buy get lar,0
2720,2720,9,ok lor,0
2721,2721,46,working technical support voice process,0
2722,2722,84,justbeen overa week since broke already brain going mush,0
2723,2723,71,tunde wishing great day abiola,0
2724,2724,20,nope c,0
2725,2725,44,medical mission nigeria,0
2726,2726,46,movie laptop,0
2727,2727,35,whatsup dont u want sleep,0
2728,2728,154,urgent please call 09066612661 landline 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16,1
2729,2729,166,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae c james 28 eh74rr,1
2730,2730,28,havent lei next mon,0
2731,2731,53,mm feeling sleepy today shall get dear,0
2732,2732,82,dare stupid wont tell anything hear wont talk,0
2733,2733,26,noe ben going,0
2734,2734,48,mag meeting avo point,0
2735,2735,29,meant middle left right,0
2736,2736,41,really crashed cuddled sofa,0
2737,2737,99,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,0
2738,2738,55,sent price mean lt gt g,0
2739,2739,22,much buzy,0
2740,2740,15,nothing,0
2741,2741,158,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year,1
2742,2742,119,working ringing u thing whole houseful screaming brat pulling hair loving u,0
2743,2743,154,family responding anything room went home diwali one called coming make feel like died,0
2744,2744,25,tick tick tick babe,0
2745,2745,29,r going 4 today meeting,0
2746,2746,29,k da many page want,0
2747,2747,28,ya onion roast,0
2748,2748,89,send number give reply tomorrow morning said like ok,0
2749,2749,56,said problem let know,0
2750,2750,53,ok tell half hr b4 u come need 2 prepare,0
2751,2751,37,play w computer aiyah tok 2 u lor,0
2752,2752,26,sat right okay thanks,0
2753,2753,129,derp worse dude always want party dude file complaint three drug abuser life,0
2754,2754,69,ok chinese food way get fat paying lipo,0
2755,2755,21,r outside already,0
2756,2756,89,good trip watch remember get back must decide easter,0
2757,2757,37,yo watching movie netflix,0
2758,2758,39,time prob 3,0
